station;station_name;lat;lon;alt;year;month;oni;enso_phase;tmean;tmax;tmin;prec_mm;raindays;pmax24_mm;conc;nValidT;nValidP
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;04;0.02;neutral;24.37;29.37;21.3;112;10;34.6;0.309;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;05;-0.02;neutral;22.68;28.07;19.12;45;7;18.2;0.404;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;06;-0.04;neutral;21.55;27.81;17.5;5.2;3;1.6;0.308;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;07;-0.14;neutral;20.1;26.13;15.85;48.8;5;27;0.553;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;08;-0.28;neutral;21.01;27.15;16.85;32.4;2;25;0.772;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;09;-0.4;neutral;21.91;27.28;18.39;68.2;6;48.6;0.713;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;10;-0.51;LN;22.75;28.23;19.13;89.2;8;35.4;0.397;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;11;-0.55;LN;23.97;29.98;19.85;73.4;9;25;0.341;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;12;-0.54;LN;25.93;32.48;22.03;111.8;10;45.4;0.406;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2006;10;0.77;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A612;VITORIA;-20,27083332;-40,30583333;9;2006;11;0.94;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2006;12;0.94;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;29;29
A612;VITORIA;-20,27083332;-40,30583333;9;2007;01;0.66;EN_weakmod;26.35;30.95;23.52;203.2;10;47.4;0.233;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2007;02;0.22;neutral;25.77;30.56;22.28;96.8;13;28.8;0.298;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2007;03;-0.12;neutral;26.65;32.24;22.21;32.2;5;16;0.497;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2007;04;-0.32;neutral;25.35;30.43;21.63;123.4;12;28.6;0.232;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2007;05;-0.38;neutral;22.88;28.18;18.75;20.8;3;10;0.481;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2007;06;-0.47;neutral;21.98;28.2;17.13;22.6;4;16.8;0.743;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2007;07;-0.56;LN;22.39;27.39;18.43;2.4;1;1.2;0.5;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2007;08;-0.81;LN;21.66;27.12;17.71;40.8;10;7.6;0.186;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2007;09;-1.07;LN;22.08;27.08;18.27;65.4;11;20.2;0.309;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2007;10;-1.34;LN;24.19;29.04;20.55;20.6;2;15.4;0.748;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2007;11;-1.5;LN;25.19;30.09;22.03;121;7;54;0.446;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2007;12;-1.6;LN;26.02;30.99;22.59;59.8;12;13.4;0.224;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2008;01;-1.64;LN;25.35;29.9;21.94;192.4;13;99.2;0.516;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2008;02;-1.52;LN;26.2;31.64;22.53;157.6;11;58.4;0.371;29;29
A612;VITORIA;-20,27083332;-40,30583333;9;2008;03;-1.29;LN;25.94;31.27;22.41;57.8;10;16.4;0.284;28;27
A612;VITORIA;-20,27083332;-40,30583333;9;2008;04;-1.01;LN;26.08;31.39;22.35;50;6;25;0.5;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2008;05;-0.84;LN;22.68;28.01;18.56;41.2;3;28;0.68;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2008;06;-0.61;LN;21.78;27.43;17.83;47.6;5;36.8;0.773;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2008;07;-0.37;neutral;20.95;26.95;16.3;21;4;7.2;0.343;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2008;08;-0.23;neutral;22.63;28;18.3;30.6;5;14.2;0.464;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2008;09;-0.24;neutral;22.35;27.39;18.64;35.6;7;7.6;0.213;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2008;10;-0.35;neutral;24.54;29.51;21.28;116.2;9;41.2;0.355;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2008;11;-0.55;LN;23.85;27.74;21.29;624.2;18;103;0.165;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2008;12;-0.73;LN;24.95;29.26;21.97;134;13;26;0.194;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2009;01;-0.85;LN;26.08;30.85;22.9;279.6;14;64.4;0.23;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2009;02;-0.79;LN;27.13;32.28;23.12;61.2;7;17.8;0.291;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2009;03;-0.61;LN;26.73;32.04;22.98;240;13;34;0.142;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2009;04;-0.33;neutral;24.78;29.7;21.5;223.6;12;80;0.358;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2009;05;0.01;neutral;23.01;28.3;19.2;56;7;25.2;0.45;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2009;06;0.28;neutral;21.46;26.43;17.72;54;5;33.4;0.619;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2009;07;0.45;neutral;22.3;27.86;18.08;52.8;6;25.2;0.477;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2009;08;0.58;EN_weakmod;22.12;26.91;18.56;92.2;9;34.8;0.377;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2009;09;0.71;EN_weakmod;24.28;29.51;20.98;22;5;10.2;0.464;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2009;10;1.01;EN_weakmod;24.48;28.74;21.5;539.6;7;137;0.254;31;29
A612;VITORIA;-20,27083332;-40,30583333;9;2009;11;1.36;EN_weakmod;26.48;31.96;22.54;115.8;5;73.6;0.636;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2009;12;1.56;EN_strong;26.87;32.44;23.25;168.2;8;89.6;0.533;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;01;1.5;EN_strong;28;33.68;23.43;1;0;0.6;0.6;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;02;1.22;EN_weakmod;27.83;33.62;23.49;37;7;12.4;0.335;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2010;03;0.84;EN_weakmod;26.94;32.05;23.53;357.4;14;124.2;0.348;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;04;0.35;neutral;25.04;30;21.45;164;11;58.8;0.359;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2010;05;-0.17;neutral;23.26;28.58;19.44;124.8;6;52.4;0.42;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;06;-0.66;LN;20.65;26.25;16.61;52;6;13.8;0.265;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2010;07;-1.05;LN;21.49;26.56;18.09;117.8;15;33.4;0.284;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;08;-1.35;LN;20.96;26.98;16.31;14.4;2;12;0.833;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;09;-1.56;LN;22.77;28.11;18.66;28.4;5;12.4;0.437;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2010;10;-1.64;LN;23.53;27.95;20.66;52.8;6;17.6;0.333;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2010;11;-1.64;LN;24.44;29.08;21.36;268;15;69;0.257;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2010;12;-1.54;LN;26.54;32.09;22.94;212.2;8;112.2;0.529;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;01;-1.31;LN;26.69;32.19;22.77;48.2;9;13.6;0.282;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;02;-1.04;LN;26.88;32.51;22.51;72.6;7;23.2;0.32;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2011;03;-0.8;LN;25.35;30.31;22.47;303.6;18;61.4;0.202;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;04;-0.62;LN;24.73;29.58;21.41;419.4;15;105.8;0.252;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2011;05;-0.46;neutral;22.46;27.86;18.58;38.8;4;22.4;0.577;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;06;-0.37;neutral;21.53;26.67;17.79;53.4;5;22.4;0.419;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2011;07;-0.43;neutral;21.1;26.97;16.74;36.6;4;26.6;0.727;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;08;-0.58;LN;22.34;28.24;18.06;20.6;4;8.4;0.408;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;09;-0.79;LN;21.75;26.94;17.81;42.4;4;34.4;0.811;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2011;10;-0.96;LN;23.2;27.61;20.28;167.4;15;26.4;0.158;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2011;11;-1.02;LN;22.96;27.25;19.88;264.8;13;98;0.37;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2011;12;-0.92;LN;24.87;29.2;22.16;264.2;14;101.2;0.383;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;01;-0.72;LN;25.41;30.24;22.03;414.4;13;110.2;0.266;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;02;-0.57;LN;25.92;31.39;21.83;86.2;9;23.6;0.274;29;29
A612;VITORIA;-20,27083332;-40,30583333;9;2012;03;-0.46;neutral;26.09;31.56;22.16;33;8;9.4;0.285;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;04;-0.36;neutral;25.31;30.73;21.59;22.2;6;9.6;0.432;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2012;05;-0.17;neutral;22.3;27.14;19.06;328;14;200.6;0.612;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;06;0.06;neutral;22.89;27.97;19.24;101;6;54;0.535;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2012;07;0.3;neutral;21.76;27.88;17.15;53.8;5;19.2;0.357;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;08;0.41;neutral;21.38;26.07;17.9;280;20;64.6;0.231;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;09;0.41;neutral;22.66;27.71;18.83;36.4;5;21.6;0.593;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2012;10;0.31;neutral;24.04;29.61;20.16;46.6;8;24.4;0.524;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2012;11;0.13;neutral;24.22;28.7;21.33;433.4;21;182.4;0.421;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2012;12;-0.1;neutral;27.23;32.73;23.15;27;3;17.2;0.637;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2013;01;-0.29;neutral;26.38;31.89;22.76;229;13;132.6;0.579;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2013;02;-0.29;neutral;26.79;32.51;22.44;21.6;5;8.4;0.389;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2013;03;-0.21;neutral;26.13;31.77;22.59;448.8;11;260.6;0.581;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2013;04;-0.19;neutral;24.06;28.71;20.63;78.8;12;25;0.317;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2013;05;-0.27;neutral;22.79;28.45;19.02;58.4;5;18;0.308;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2013;06;-0.34;neutral;22.5;28.14;18.39;43.8;4;24.8;0.566;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2013;07;-0.35;neutral;21.81;27.05;17.94;70.8;8;25;0.353;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2013;08;-0.28;neutral;21.69;27.81;17.13;95;7;36.6;0.385;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2013;09;-0.21;neutral;22.73;27.87;18.99;23.8;7;5.2;0.218;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2013;10;-0.13;neutral;23.4;28.32;19.99;81.2;11;23.4;0.288;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2013;11;-0.1;neutral;24.28;29.03;20.91;308.6;16;149.2;0.483;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2013;12;-0.15;neutral;25.32;29.88;22.65;746.4;20;132;0.177;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2014;01;-0.28;neutral;26.47;32.02;22.27;62;4;35;0.565;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2014;02;-0.32;neutral;26.53;32.68;22.04;50.8;8;21.2;0.417;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2014;03;-0.14;neutral;26.42;32.04;22.5;95.4;11;31.4;0.329;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2014;04;0.15;neutral;25.33;30.72;21.58;143.2;8;43;0.3;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2014;05;0.31;neutral;23.17;28.79;18.91;9.6;4;3.2;0.333;28;24
A612;VITORIA;-20,27083332;-40,30583333;9;2014;06;0.23;neutral;22.28;27.77;18.44;27.8;4;18.2;0.655;29;24
A612;VITORIA;-20,27083332;-40,30583333;9;2014;07;0.1;neutral;21.27;26.19;17.89;99.4;15;14.4;0.145;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2014;08;0.11;neutral;21.62;27.68;17.04;83.2;7;27.4;0.329;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2014;09;0.28;neutral;23.28;29.14;18.87;31.6;7;11.8;0.373;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2014;10;0.54;EN_weakmod;23.24;28.93;19.25;324.4;12;140.6;0.433;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2014;11;0.71;EN_weakmod;25.07;29.96;21.66;58.8;5;25.2;0.429;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2014;12;0.77;EN_weakmod;26.21;31.83;22.05;113.2;4;53.2;0.47;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2015;01;0.69;EN_weakmod;27.45;33.86;22.58;0;0;0;;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2015;02;0.61;EN_weakmod;27.16;33.29;22.9;52.4;6;27.2;0.519;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2015;03;0.65;EN_weakmod;26.8;32.72;22.63;69.2;5;44.8;0.647;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2015;04;0.81;EN_weakmod;25.11;30.65;21.05;44.2;6;20.8;0.471;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2015;05;1.02;EN_weakmod;22.67;27.71;19.26;186.8;16;37.6;0.201;23;23
A612;VITORIA;-20,27083332;-40,30583333;9;2015;06;1.25;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;12;12
A612;VITORIA;-20,27083332;-40,30583333;9;2015;07;1.57;EN_strong;22.26;28.1;18.13;19.2;5;5.8;0.302;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2015;08;1.91;EN_strong;22.05;28.25;17.6;70.8;10;18.2;0.257;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2015;09;2.21;EN_strong;24.63;30.63;20.66;25.6;5;6.8;0.266;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2015;10;2.47;EN_strong;25.24;30.82;21.76;55.8;4;35;0.627;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2015;11;2.64;EN_strong;26.75;32.42;23.28;49;7;15.8;0.322;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2015;12;2.75;EN_strong;27.53;32.61;24.03;91.4;5;45.4;0.497;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;01;2.63;EN_strong;26.73;31.12;23.94;221.2;15;47.8;0.216;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;02;2.28;EN_strong;28.17;33.76;23.88;12;2;9.8;0.817;29;29
A612;VITORIA;-20,27083332;-40,30583333;9;2016;03;1.71;EN_strong;27.39;32.13;23.68;90;8;29.2;0.324;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;04;1.05;EN_weakmod;26.52;31.38;22.68;29.4;6;14.4;0.49;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2016;05;0.49;neutral;24.01;29.04;20.25;24.2;4;14;0.579;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;06;0;neutral;21.59;25.78;18.65;89.8;8;44.4;0.494;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2016;07;-0.31;neutral;21.89;26.66;18.3;100.4;7;48.6;0.484;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;08;-0.5;LN;22.66;27.67;18.94;29.4;2;17.4;0.592;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;09;-0.58;LN;23.71;28.2;20.5;26.8;6;10.6;0.396;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2016;10;-0.64;LN;23.82;27.44;21.14;101.4;11;26.8;0.264;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2016;11;-0.6;LN;24.61;28.58;21.68;199.6;12;45.4;0.227;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2016;12;-0.45;neutral;26.26;30.92;23.04;96.2;12;27.8;0.289;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;01;-0.19;neutral;27.55;32.69;23.6;58.8;4;37.2;0.633;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;02;-0.02;neutral;26.68;31.74;22.86;80.6;11;15.4;0.191;27;26
A612;VITORIA;-20,27083332;-40,30583333;9;2017;03;0.18;neutral;26.44;32.21;22.06;41.2;7;11.8;0.286;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;04;0.31;neutral;24.84;29.86;21.02;43.6;9;12.8;0.294;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2017;05;0.4;neutral;22.63;27.72;19.09;168.8;9;74;0.438;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;06;0.39;neutral;22.76;28.49;18.85;128;9;55;0.43;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2017;07;0.19;neutral;20.18;25.45;16.64;199.2;23;39.6;0.199;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;08;-0.07;neutral;20.78;26.19;16.63;25.6;5;14;0.547;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;09;-0.34;neutral;21.86;26.82;17.95;65.6;13;16;0.244;30;29
A612;VITORIA;-20,27083332;-40,30583333;9;2017;10;-0.6;LN;24.63;29.82;21.23;62;6;21.6;0.348;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2017;11;-0.77;LN;24.1;28.91;21.02;127.6;15;44.8;0.351;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2017;12;-0.86;LN;25.53;30.42;22.24;223.2;9;92.8;0.416;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2018;01;-0.77;LN;26.88;32.64;22.55;84.4;7;26;0.308;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2018;02;-0.71;LN;25.9;31.03;22.53;179;13;47.4;0.265;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2018;03;-0.57;LN;26.55;31.83;23.12;82.2;10;24.6;0.299;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2018;04;-0.39;neutral;24.26;29.34;20.91;354.4;17;130;0.367;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2018;05;-0.13;neutral;22.66;27.98;19.22;183.4;11;47;0.256;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2018;06;0.06;neutral;22.51;27.88;18.66;119.2;6;78.4;0.658;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2018;07;0.14;neutral;21.81;28.43;17.21;16;2;11.8;0.738;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2018;08;0.27;neutral;21.97;26.75;18.54;81;8;28.2;0.348;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2018;09;0.53;EN_weakmod;23.49;28.38;20.03;23.6;7;6.8;0.288;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2018;10;0.81;EN_weakmod;24.24;28.73;21.17;178.2;13;71.4;0.401;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2018;11;0.97;EN_weakmod;24.73;29.26;21.52;274.2;11;90;0.328;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2018;12;0.92;EN_weakmod;25.95;31.14;22.19;221.2;10;67.6;0.306;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;01;0.89;EN_weakmod;27.65;33.72;22.72;2.8;1;2.6;0.929;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;02;0.86;EN_weakmod;27.9;34.29;23.31;130;8;49;0.377;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2019;03;0.84;EN_weakmod;27.28;32.76;23.2;80;10;21.4;0.267;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;04;0.77;EN_weakmod;26.58;32.03;22.58;26.8;4;10.6;0.396;28;25
A612;VITORIA;-20,27083332;-40,30583333;9;2019;05;0.64;EN_weakmod;24.66;29.86;21.04;241.4;4;197.8;0.819;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;06;0.52;EN_weakmod;22.94;28.74;19.27;33.8;7;8.2;0.243;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2019;07;0.33;neutral;21.21;27.46;16.78;54.4;8;10.4;0.191;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;08;0.19;neutral;21.39;26.82;17.42;56.8;8;19.8;0.349;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;09;0.23;neutral;23.53;28.7;19.97;103.6;9;43.8;0.423;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2019;10;0.39;neutral;24.6;29.67;20.69;57.2;7;29.2;0.51;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2019;11;0.58;EN_weakmod;24.77;29.49;21.74;552.2;14;206.8;0.375;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2019;12;0.66;EN_weakmod;25.89;30.78;22.26;181.2;13;40.2;0.222;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2020;01;0.64;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2020;02;0.63;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;28;25
A612;VITORIA;-20,27083332;-40,30583333;9;2020;03;0.53;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;26
A612;VITORIA;-20,27083332;-40,30583333;9;2020;04;0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;28;20
A612;VITORIA;-20,27083332;-40,30583333;9;2020;05;0.01;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;14;3
A612;VITORIA;-20,27083332;-40,30583333;9;2020;06;-0.23;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A612;VITORIA;-20,27083332;-40,30583333;9;2020;07;-0.36;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A612;VITORIA;-20,27083332;-40,30583333;9;2020;08;-0.53;LN;NaN;NaN;NaN;NaN;NaN;NaN;;3;3
A612;VITORIA;-20,27083332;-40,30583333;9;2020;09;-0.85;LN;NaN;NaN;NaN;NaN;NaN;NaN;;27;24
A612;VITORIA;-20,27083332;-40,30583333;9;2020;10;-1.12;LN;NaN;NaN;NaN;NaN;NaN;NaN;;27;14
A612;VITORIA;-20,27083332;-40,30583333;9;2020;11;-1.2;LN;NaN;NaN;NaN;NaN;NaN;NaN;;25;11
A612;VITORIA;-20,27083332;-40,30583333;9;2020;12;-1.08;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;23
A612;VITORIA;-20,27083332;-40,30583333;9;2021;01;-0.91;LN;26.42;32.62;21.94;13.6;4;8.2;0.603;31;28
A612;VITORIA;-20,27083332;-40,30583333;9;2021;02;-0.79;LN;25.85;30.98;22.26;108.4;8;33.8;0.312;27;23
A612;VITORIA;-20,27083332;-40,30583333;9;2021;03;-0.71;LN;25.99;31.98;21.5;234.4;8;79;0.337;31;29
A612;VITORIA;-20,27083332;-40,30583333;9;2021;04;-0.55;LN;24.12;29.56;20.26;61.8;9;10.6;0.172;29;23
A612;VITORIA;-20,27083332;-40,30583333;9;2021;05;-0.39;neutral;22.98;29.4;19.11;NaN;NaN;NaN;;28;17
A612;VITORIA;-20,27083332;-40,30583333;9;2021;06;-0.3;neutral;21.6;26.91;18;74.4;8;27.8;0.374;30;28
A612;VITORIA;-20,27083332;-40,30583333;9;2021;07;-0.35;neutral;20.84;26.56;16.44;14.8;2;11.6;0.784;31;29
A612;VITORIA;-20,27083332;-40,30583333;9;2021;08;-0.45;neutral;21.61;27.05;17.51;80.6;10;34.2;0.424;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2021;09;-0.63;LN;23.9;29.33;20.19;105.6;6;83;0.786;30;29
A612;VITORIA;-20,27083332;-40,30583333;9;2021;10;-0.76;LN;NaN;NaN;NaN;NaN;NaN;NaN;;16;15
A612;VITORIA;-20,27083332;-40,30583333;9;2021;11;-0.91;LN;23.38;27.92;20.06;283.8;15;67;0.236;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2021;12;-0.87;LN;24.94;29.95;21.56;120.4;14;30;0.249;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2022;01;-0.82;LN;26.62;32.12;22.7;71.6;5;24.6;0.344;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2022;02;-0.79;LN;26.19;31.71;22.45;128.2;13;50.8;0.396;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2022;03;-0.86;LN;26.67;33.03;21.9;51.8;4;31;0.598;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2022;04;-0.95;LN;25.75;31.42;21.52;15.6;3;10.8;0.692;28;28
A612;VITORIA;-20,27083332;-40,30583333;9;2022;05;-0.9;LN;NaN;NaN;NaN;NaN;NaN;NaN;;14;14
A612;VITORIA;-20,27083332;-40,30583333;9;2022;06;-0.78;LN;21.5;27.33;17.12;18.6;4;8.2;0.441;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2022;07;-0.76;LN;21.75;27.78;17.4;17.8;5;5.2;0.292;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2022;08;-0.87;LN;22;27.64;17.78;12.2;4;4.6;0.377;31;31
A612;VITORIA;-20,27083332;-40,30583333;9;2022;09;-0.97;LN;22.29;27.21;18.63;54.4;6;15;0.276;30;30
A612;VITORIA;-20,27083332;-40,30583333;9;2022;10;-0.94;LN;24.63;29.61;21.2;89.6;9;26.8;0.299;31;31
